Month,story_id,Event count
Apr-2026,40217312,42143
Apr-2026,40193813,42099
Apr-2026,40207425,42036
Apr-2026,40212752,41967
Apr-2026,40200085,41939
Apr-2026,40215700,41793
Apr-2026,40220190,41758
Apr-2026,40218830,41682
Apr-2026,40213058,41644
Apr-2026,40216634,41636
Apr-2026,40200923,41599
Apr-2026,40219055,41483
Apr-2026,40214831,41376
Apr-2026,40191050,41339
Apr-2026,40204219,41218
Apr-2026,40195979,41202
Apr-2026,40190357,41155
Apr-2026,40210182,41016
Apr-2026,40214612,40968
Apr-2026,40191998,40627
Apr-2026,40205841,40551
Apr-2026,40192482,40493
Apr-2026,40199511,40411
Apr-2026,40197356,40367
Apr-2026,40201239,40260
Apr-2026,40198457,40172
Apr-2026,40197486,39944
Apr-2026,40191589,39867
Apr-2026,40213613,39691
Apr-2026,40203338,39614
Apr-2026,40206418,39594
Apr-2026,40203997,39508
Apr-2026,40198981,39450
Apr-2026,40209031,39396
Apr-2026,40206342,39355
Apr-2026,40218081,39215
Apr-2026,40216464,39210
Apr-2026,40202657,39196
Apr-2026,40220314,39136
Apr-2026,40210281,39089
Apr-2026,40213042,39043
Apr-2026,40223115,39014
Apr-2026,40215469,38947
Apr-2026,40218996,38940
Apr-2026,40202047,38935
Apr-2026,40216526,38931
Apr-2026,40194921,38921
Apr-2026,40188686,38890
Apr-2026,40191269,38880
Apr-2026,40192472,38848
Apr-2026,40191724,38841
Apr-2026,40204618,38664
Apr-2026,40198501,38615
Apr-2026,40191355,38268
Apr-2026,40200632,38264
Apr-2026,40191364,38263
Apr-2026,40208396,38252
Apr-2026,40195903,38196
Apr-2026,40190518,38169
Apr-2026,40210050,38084
Apr-2026,40217217,38080
Apr-2026,40215052,38075
Apr-2026,40204428,37765
Apr-2026,40207542,37631
Apr-2026,40217922,37523
Apr-2026,40217858,37509
Apr-2026,40190844,37503
Apr-2026,40203546,37450
Apr-2026,40205240,37436
Apr-2026,40197689,37406
Apr-2026,40195698,37304
Apr-2026,40218790,37277
Apr-2026,40223940,37224
Apr-2026,40195933,37206
Apr-2026,40212636,37175
Apr-2026,40189907,37045
Apr-2026,40221347,36942
Apr-2026,40221414,36921
Apr-2026,40219698,36909
Apr-2026,40194909,36830
Apr-2026,40194516,36793
Apr-2026,40216501,36780
Apr-2026,40209135,36748
Apr-2026,40218561,36703
Apr-2026,40192240,36651
Apr-2026,40213010,36651
Apr-2026,40200472,36556
Apr-2026,30000411,36552
Apr-2026,40222876,36545
Apr-2026,40205243,36542
Apr-2026,40205642,36444
Apr-2026,40203191,36207
Apr-2026,40172549,36086
Apr-2026,40203799,35981
Apr-2026,40210735,35944
Apr-2026,40192587,35830
Apr-2026,30000432,35736
Apr-2026,40192683,35707
Apr-2026,30000486,35651
Apr-2026,40190826,35624
Apr-2026,40190237,35495
Apr-2026,40202680,35486
Apr-2026,40202343,35465
Apr-2026,40196595,35459
Apr-2026,40203047,35448
Apr-2026,40219535,35430
Apr-2026,40200048,35427
Apr-2026,40190588,35383
Apr-2026,40204695,35293
Apr-2026,40211024,35287
Apr-2026,40209613,35187
Apr-2026,30000382,35177
Apr-2026,40211540,35164
Apr-2026,40202178,35154
Apr-2026,40218446,35086
Apr-2026,40213664,35079
Apr-2026,40205679,35027
Apr-2026,40197801,35011
Apr-2026,40221239,35005
Apr-2026,40207531,34991
Apr-2026,40220137,34979
Apr-2026,40215913,34965
Apr-2026,40197749,34952
Apr-2026,40212488,34880
Apr-2026,40219801,34866
Apr-2026,40202798,34765
Apr-2026,40194586,34758
Apr-2026,40197360,34738
Apr-2026,40208362,34714
Apr-2026,40199959,34695
Apr-2026,40191453,34614
Apr-2026,40201976,34605
Apr-2026,40210625,34568
Apr-2026,40216846,34488
Apr-2026,40211909,34485
Apr-2026,40191999,34479
Apr-2026,40191842,34469
Apr-2026,40218565,34449
Apr-2026,40216373,34426
Apr-2026,40207866,34406
Apr-2026,40198553,34375
Apr-2026,40196937,34367
Apr-2026,40207287,34275
Apr-2026,40200149,34261
Apr-2026,40205876,34212
Apr-2026,30000481,33934
Apr-2026,40212536,33734
Apr-2026,40191545,33717
Apr-2026,40200944,33622
Apr-2026,40203687,33622
Apr-2026,40216377,33475
Apr-2026,40222123,33469
Apr-2026,40208796,33361
Apr-2026,40193146,33313
Apr-2026,40189611,33311
Apr-2026,40216193,33260
Apr-2026,40195465,33197
Apr-2026,40201354,33189
Apr-2026,40218671,33116
Apr-2026,40194580,33091
Apr-2026,40219729,33044
Apr-2026,40210398,32988
Apr-2026,40200306,32857
Apr-2026,40221729,32765
Apr-2026,40206676,32594
Apr-2026,40221635,32570
Apr-2026,40213431,32513
Apr-2026,40220121,32401
Apr-2026,40216350,32394
Apr-2026,40210539,32370
Apr-2026,40208790,32331
Apr-2026,40207064,32234
Apr-2026,40193338,32159
Apr-2026,40213454,32118
Apr-2026,40204578,32096
Apr-2026,40193501,32093
Apr-2026,40195140,32049
Apr-2026,40193081,32008
Apr-2026,40199641,31891
Apr-2026,40193770,31791
Apr-2026,40217343,31763
Apr-2026,40197161,31740
Apr-2026,40201844,31739
Apr-2026,40200769,31681
Apr-2026,40198482,31587
Apr-2026,40205319,31570
Apr-2026,40214444,31520
Apr-2026,40205886,31511
Apr-2026,40207575,31488
Apr-2026,40219414,31449
Apr-2026,40215163,31422
Apr-2026,40197393,31411
Apr-2026,40217867,31397
Apr-2026,40191328,31379
Apr-2026,40215519,31365
Apr-2026,40207806,31304
Apr-2026,40215684,31293
Apr-2026,40198561,31250
Apr-2026,40217699,31081
Apr-2026,30000417,31008
Apr-2026,40215033,30973
Apr-2026,40196522,30956
Apr-2026,40190981,30948
Apr-2026,40217383,30844
Apr-2026,40208493,30757
Apr-2026,40211990,30723
Apr-2026,40211759,30669
Apr-2026,40195420,30638
Apr-2026,40212203,30566
Apr-2026,40194666,30557
Apr-2026,40195636,30528
Apr-2026,40192804,30445
Apr-2026,40192856,30441
Apr-2026,30000400,30366
Apr-2026,40213742,30290
Apr-2026,40201948,30248
Apr-2026,40190373,30223
Apr-2026,40205911,30135
Apr-2026,40213961,30028
Apr-2026,40201572,30019
Apr-2026,40217852,29957
Apr-2026,40205201,29917
Apr-2026,40209271,29900
Apr-2026,40199166,29860
Apr-2026,40212653,29800
Apr-2026,40205215,29798
Apr-2026,40217073,29791
Apr-2026,40215056,29757
Apr-2026,40194661,29746
Apr-2026,40199997,29723
Apr-2026,40192498,29680
Apr-2026,40196125,29674
Apr-2026,40204577,29669
Apr-2026,40220265,29661
Apr-2026,40203764,29515
Apr-2026,30000395,29501
Apr-2026,40209867,29471
Apr-2026,30000391,29459
Apr-2026,40206920,29459
Apr-2026,30000479,29455
Apr-2026,40193712,29419
Apr-2026,40204186,29404
Apr-2026,40191196,29374
Apr-2026,40211494,29374
Apr-2026,40222048,29301
Apr-2026,40216781,29288
Apr-2026,40222117,29286
Apr-2026,40222756,29229
Apr-2026,40202988,29211
Apr-2026,30000408,29176
Apr-2026,40192288,29170
Apr-2026,40195965,29156
Apr-2026,40191757,29154
Apr-2026,40199843,29144
Apr-2026,40222282,29076
Apr-2026,40219719,29041
Apr-2026,40211402,29015
Apr-2026,40215595,29003
Apr-2026,40194008,28901
Apr-2026,40194836,28883
Apr-2026,40215951,28844
Apr-2026,40193704,28834
Apr-2026,40212459,28817
Apr-2026,40218583,28809
Apr-2026,40215891,28736
Apr-2026,40203530,28706
Apr-2026,40216778,28698
Apr-2026,40208890,28671
Apr-2026,40204529,28658
Apr-2026,40222322,28546
Apr-2026,40214347,28532
Apr-2026,40204648,28501
Apr-2026,40195197,28463
Apr-2026,40194896,28401
Apr-2026,40219385,28374
Apr-2026,40218860,28337
Apr-2026,40216147,28266
Apr-2026,40206398,28253
Apr-2026,40207574,28238
Apr-2026,40217133,28226
Apr-2026,40215619,28174
Apr-2026,40206713,28172
Apr-2026,40202928,28145
Apr-2026,40219533,28144
Apr-2026,40219388,28119
Apr-2026,40206995,28103
Apr-2026,40200622,28086
Apr-2026,40190249,28036
Apr-2026,40191760,28016
Apr-2026,40205875,28006
Apr-2026,40203178,27999
Apr-2026,40217335,27972
Apr-2026,40222102,27969
Apr-2026,40209921,27968
Apr-2026,40217409,27930
Apr-2026,40191062,27927
Apr-2026,40206798,27926
Apr-2026,40223127,27917
Apr-2026,40191142,27867
Apr-2026,40215640,27828
Apr-2026,40193806,27820
Apr-2026,40203592,27795
Apr-2026,40210661,27687
Apr-2026,40217486,27642
Apr-2026,40219746,27626
Apr-2026,40207474,27582
Apr-2026,40218911,27571
Apr-2026,40201062,27566
Apr-2026,40210676,27538
Apr-2026,40201911,27533
Apr-2026,40208319,27389
Apr-2026,40218099,27383
Apr-2026,40213183,27306
Apr-2026,40205614,27251
Apr-2026,40205239,27194
Apr-2026,30000461,27166
Apr-2026,40214942,27166
Apr-2026,40193887,27078
Apr-2026,40194715,27073
Apr-2026,40209749,27055
Apr-2026,40204157,27050
Apr-2026,40202176,27046
Apr-2026,40218228,26948
Apr-2026,40214534,26934
Apr-2026,40205535,26900
Apr-2026,40222501,26897
Apr-2026,40214553,26847
Apr-2026,40191261,26836
Apr-2026,40199707,26834
Apr-2026,40220491,26821
Apr-2026,40191301,26808
Apr-2026,40208132,26798
Apr-2026,40205502,26795
Apr-2026,40200317,26785
Apr-2026,40196951,26782
Apr-2026,40192963,26756
Apr-2026,40189828,26739
Apr-2026,40204032,26729
Apr-2026,40192690,26726
Apr-2026,40202058,26726
Apr-2026,40204209,26633
Apr-2026,40216043,26633
Apr-2026,30000394,26619
Apr-2026,40223356,26542
Apr-2026,40209347,26496
Apr-2026,40209346,26478
Apr-2026,40219258,26440
Apr-2026,40207516,26394
Apr-2026,40201414,26343
Apr-2026,40215617,26330
Apr-2026,40205940,26325
Apr-2026,40201358,26302
Apr-2026,40208488,26266
Apr-2026,40218756,26258
Apr-2026,40198471,26231
Apr-2026,40199734,26176
Apr-2026,40196900,26105
Apr-2026,40210238,26076
Apr-2026,40207903,26045
Apr-2026,40194751,26039
Apr-2026,40199448,26019
Apr-2026,40204120,25967
Apr-2026,40189777,25941
Apr-2026,40200655,25933
Apr-2026,40196378,25921
Apr-2026,40216184,25896
Apr-2026,40197112,25856
Apr-2026,40199854,25849
Apr-2026,40215967,25840
Apr-2026,40199167,25836
Apr-2026,40200711,25825
Apr-2026,40196421,25819
Apr-2026,30000442,25770
Apr-2026,40220741,25680
Apr-2026,40220296,25621
Apr-2026,40216176,25561
Apr-2026,40209833,25557
Apr-2026,40218052,25528
Apr-2026,40220794,25524
Apr-2026,40211234,25513
Apr-2026,40194577,25471
Apr-2026,40189047,25464
Apr-2026,40213267,25427
Apr-2026,40198142,25400
Apr-2026,40215003,25398
Apr-2026,40193327,25385
Apr-2026,40209272,25381
Apr-2026,40211868,25374
Apr-2026,40217681,25374
Apr-2026,40212191,25361
Apr-2026,40199624,25299
Apr-2026,40200685,25285
Apr-2026,40192889,25270
Apr-2026,40202660,25254
Apr-2026,40192455,25229
Apr-2026,40208577,25122
Apr-2026,40195114,25080
Apr-2026,40213962,24997
Apr-2026,40199476,24991
Apr-2026,40211093,24900
Apr-2026,40199124,24891
Apr-2026,40191738,24835
Apr-2026,40217267,24794
Apr-2026,40202887,24749
Apr-2026,40221204,24676
Apr-2026,40200512,24627
Apr-2026,40209626,24585
Apr-2026,40212996,24557
Apr-2026,40215749,24552
Apr-2026,40202053,24532
Apr-2026,40218162,24521
Apr-2026,40199346,24511
Apr-2026,40209505,24497
Apr-2026,40194687,24418
Apr-2026,40209658,24408
Apr-2026,40218913,24396
Apr-2026,40219435,24385
Apr-2026,40192307,24384
Apr-2026,40206753,24378
Apr-2026,40209489,24363
Apr-2026,40202902,24342
Apr-2026,40190801,24313
Apr-2026,40207206,24261
Apr-2026,40199408,24198
Apr-2026,40219179,24176
Apr-2026,40202961,24163
Apr-2026,40217480,24163
Apr-2026,40203305,24145
Apr-2026,40213150,24119
Apr-2026,40192757,24079
Apr-2026,40215486,24075
Apr-2026,40198177,24053
Apr-2026,40213356,24030
Apr-2026,40193095,24022
Apr-2026,40217242,23997
Apr-2026,40201590,23953
Apr-2026,40203390,23924
Apr-2026,40220251,23917
Apr-2026,40219080,23902
Apr-2026,40213968,23868
Apr-2026,40210738,23866
Apr-2026,40220433,23848
Apr-2026,40221364,23774
Apr-2026,40202086,23758
Apr-2026,40188651,23756
Apr-2026,40197229,23736
Apr-2026,40191130,23730
Apr-2026,40188904,23720
Apr-2026,40189933,23711
Apr-2026,40217310,23692
Apr-2026,40205395,23689
Apr-2026,40220245,23687
Apr-2026,40206176,23676
Apr-2026,40201708,23634
Apr-2026,40220800,23587
Apr-2026,40201247,23577
Apr-2026,40223594,23564
Apr-2026,40199138,23546
Apr-2026,40213851,23538
Apr-2026,40191009,23520
Apr-2026,40201413,23492
Apr-2026,40202879,23419
Apr-2026,40210768,23411
Apr-2026,40200039,23401
Apr-2026,40209740,23400
Apr-2026,40216157,23373
Apr-2026,40213180,23358
Apr-2026,40214536,23358
Apr-2026,40208063,23323
Apr-2026,40212297,23287
Apr-2026,40188653,23280
Apr-2026,40192049,23197
Apr-2026,40218214,23193
Apr-2026,40214648,23188
Apr-2026,40210323,23175
Apr-2026,40195348,23145
Apr-2026,40198910,23117
Apr-2026,40212908,23107
Apr-2026,40204583,23067
Apr-2026,40194540,23065
Apr-2026,40192809,23032
Apr-2026,40222761,23001
Apr-2026,40220736,22985
Apr-2026,40204602,22973
Apr-2026,40219772,22965
Apr-2026,40219165,22951
Apr-2026,40194974,22894
Apr-2026,40203346,22881
Apr-2026,40216547,22856
Apr-2026,40201643,22816
Apr-2026,40213887,22796
Apr-2026,40199288,22683
Apr-2026,40219785,22668
Apr-2026,40208533,22648
Apr-2026,40190371,22616
Apr-2026,40212786,22609
Apr-2026,40198391,22599
Apr-2026,40196319,22590
Apr-2026,40195838,22555
Apr-2026,40200237,22541
Apr-2026,40202483,22530
Apr-2026,40221970,22528
Apr-2026,40213656,22524
Apr-2026,40210570,22522
Apr-2026,40198254,22514
Apr-2026,40207456,22499
Apr-2026,40196276,22490
Apr-2026,40207793,22483
Apr-2026,40204107,22471
Apr-2026,40206929,22452
Apr-2026,40205791,22451
Apr-2026,40200089,22424
Apr-2026,40215882,22421
Apr-2026,40193197,22407
Apr-2026,40196193,22404
Apr-2026,40195881,22385
Apr-2026,40217014,22384
Apr-2026,40207073,22375
Apr-2026,40219007,22356
Apr-2026,40221851,22334
Apr-2026,40206810,22308
Apr-2026,40211955,22298
Apr-2026,40202073,22295
Apr-2026,40200172,22292
Apr-2026,40212915,22263
Apr-2026,40196622,22256
Apr-2026,40194033,22243
Apr-2026,40194711,22233
Apr-2026,40199438,22232
Apr-2026,40201736,22206
Apr-2026,40218454,22187
Apr-2026,40203344,22181
Apr-2026,40197287,22173
Apr-2026,40194390,22145
Apr-2026,40216173,22143
Apr-2026,40219390,22106
Apr-2026,40203124,22016
Apr-2026,40220412,22015
Apr-2026,40209820,22000
Apr-2026,40191164,21947
Apr-2026,40216124,21943
Apr-2026,40194187,21897
Apr-2026,40215237,21843
Apr-2026,40200922,21779
Apr-2026,40203315,21729
Apr-2026,40207632,21701
Apr-2026,40214819,21645
Apr-2026,40202727,21577
Apr-2026,40205133,21558
Apr-2026,40213729,21531
Apr-2026,40215981,21512
Apr-2026,40191854,21490
Apr-2026,40206463,21469
Apr-2026,40209750,21443
Apr-2026,40212016,21360
Apr-2026,40217394,21321
Apr-2026,40202399,21262
Apr-2026,40213360,21252
Apr-2026,40198667,21224
Apr-2026,40214047,21212
Apr-2026,40207614,21200
Apr-2026,40210594,21199
Apr-2026,40201091,21142
Apr-2026,40190617,21135
Apr-2026,40206816,21129
Apr-2026,40202729,21124
Apr-2026,40196923,21117
Apr-2026,40208458,21075
Apr-2026,40212052,20965
Apr-2026,40214883,20943
Apr-2026,40220686,20935
Apr-2026,40193798,20926
Apr-2026,40201078,20865
Apr-2026,40215120,20855
Apr-2026,40207557,20840
Apr-2026,40201383,20809
Apr-2026,40216643,20795
Apr-2026,40201972,20772
Apr-2026,40196351,20763
Apr-2026,40198954,20723
Apr-2026,40216650,20690
Apr-2026,40218796,20645
Apr-2026,40200943,20588
Apr-2026,40204425,20577
Apr-2026,40213179,20577
Apr-2026,40223244,20557
Apr-2026,40186180,20548
Apr-2026,40210062,20547
Apr-2026,40199643,20545
Apr-2026,40216908,20541
Apr-2026,40221156,20539
Apr-2026,40196594,20534
Apr-2026,40204020,20534
Apr-2026,40193969,20525
Apr-2026,40218526,20512
Apr-2026,40216616,20496
Apr-2026,40220060,20496
Apr-2026,40207688,20463
Apr-2026,40210900,20458
Apr-2026,40190227,20430
Apr-2026,40217440,20417
Apr-2026,40190794,20412
Apr-2026,40214862,20352
Apr-2026,40196989,20298
Apr-2026,40192105,20258
Apr-2026,40214590,20238
Apr-2026,40202813,20214
Apr-2026,40211287,20203
Apr-2026,40203662,20187
Apr-2026,40211151,20154
Apr-2026,40211654,20141
Apr-2026,40205123,20136
Apr-2026,40210710,20135
Apr-2026,40191787,20109
Apr-2026,40193696,20101
Apr-2026,30000399,20094
Apr-2026,40217139,20094
Apr-2026,40216639,20048
Apr-2026,40191668,20039
Apr-2026,40190352,20034
Apr-2026,40220765,20029
Apr-2026,40202519,20026
Apr-2026,40207436,19996
Apr-2026,40219625,19993
Apr-2026,40199413,19982
Apr-2026,40204417,19965
Apr-2026,40197750,19958
Apr-2026,40204177,19941
Apr-2026,40219018,19921
Apr-2026,40196063,19912
Apr-2026,40198689,19909
